benchmark,result,exit_code,cpu_time_seconds,system_time_seconds,wall_time_seconds,cpu_percentage,max_memory_kb,avg_memory_kb,major_page_faults,minor_page_faults,voluntary_context_switches,involuntary_context_switches,file_system_inputs,file_system_outputs,socket_messages_sent,socket_messages_received,signals_delivered,page_size_bytes,conflicts,decisions,propagations,restarts,conflict_literals,learnt_literals,max_literals,tot_literals,variables,clauses,original_clauses,learned_clauses_deleted,avg_clause_length,conflicts_per_second,decisions_per_second,propagations_per_second,random_decisions_percentage,preprocessing_time,solving_time,total_literals_in_learned,deleted_literals_percentage,file_size_bytes
2b032f8a8976a302ad125eb50a3e8445-1-ZC-512-K-60.sanitized,SAT,10,0,0,3202.727276306,99,0,0,0,0,296,4099,88,0,0,0,0,4096,2146388,3996902,2563736209,4093,126871755,126871755,,126871755,29974,975001,975001,25.79,.06,670.17,1247.96,800485.33,0.00,,,126871755,25.79,15720840
29ab150158d641568f888e8401d2ac13-bmc_QICE_snp_vld_30,UNSAT,20,0,0,736.060941987,98,0,0,0,0,7418,980,0,0,0,0,0,4096,733205,5184554,449329793,1534,19230655,19230655,,19230655,6744958,19013082,19013082,52.82,.70,996.11,7043.64,610451.88,0.00,,,19230655,52.82,455386646
282a02a1743eb47c6b340e52ecce40a2-lru_6.sanitized,ERROR,0,0,0,47.704326784,67,0,0,0,0,21332,52,0,0,0,0,0,4096,,,,,,,,,0,0,0,,0,,,,,,,,,1560911009
29e61b1317804fb897e84237613d42bb-worker_30_60_25_0.9,TIMEOUT,124,0,0,5000.160837445,99,0,0,0,0,55,10783,0,0,0,0,0,4096,,,,,,,,,1015,21642,21642,,.09,,,,,,,,,258561
26b648475cfd06695a17ac95f4469744-128_75.sanitized,ERROR,0,0,0,45.036177651,67,0,0,0,0,21247,50,0,0,0,0,0,4096,,,,,,,,,0,0,0,,0,,,,,,,,,1785088883
26254890fa7107f85242ec9190da2a7a-002,SAT,10,0,0,287.047680450,99,0,0,0,0,111,255,0,0,0,0,0,4096,4079870,26994035,442493055,7165,327764720,327764720,,327764720,4128,72259,72259,9.85,.11,14213.21,94040.24,1541531.54,0.00,,,327764720,9.85,4688467
278aa933fdef642f33fb02a2b18717c1-lec_mult_DvK_11x10.sanitized,UNSAT,20,0,0,4052.532524055,99,0,0,0,0,56,1691,0,0,0,0,0,4096,37667864,42771073,14629606200,52220,1169489987,1169489987,,1169489987,4538,13573,13573,74.55,.66,9294.89,10554.15,3609991.06,0.00,,,1169489987,74.55,194322
29d86d9a3b85c349e10ad68d7a713da2-1-ZC-512-K-63.sanitized,TIMEOUT,124,0,0,5000.247657039,99,0,0,0,0,396,18069,0,0,0,0,0,4096,,,,,,,,,31327,1055451,1055451,,.05,,,,,,,,,17024533
25cc054738293c0d9377d7b72b78a341-string_compare_safety_cbmc_unwinding_900,UNSAT,20,0,0,2678.097276826,99,0,0,0,0,6495,3438,0,0,0,0,0,4096,577453,10057738,3775330737,1213,672130758,672130758,,672130758,3275344,16684262,16684262,30.13,.39,215.62,3755.55,1409706.34,0.00,,,672130758,30.13,398521179
25447f441df2f134223d3e43319c99ad-lec_mult_CvW_12x11.sanitized,TIMEOUT,124,0,0,5000.140693478,99,0,0,0,0,38,1579,0,0,0,0,0,4096,,,,,,,,,3111,9288,9288,,.66,,,,,,,,,128434
24bdfb34654b1aa703fae31ea91e7c7f-tseitin_d3_n158.sanitized,TIMEOUT,124,0,0,5000.127505308,99,0,0,0,0,38,3225,0,0,0,0,0,4096,,,,,,,,,237,632,632,,.75,,,,,,,,,8946
23daec2c71ce3c1e346e6042f3dc42eb-mdp-32-14-unsat,TIMEOUT,124,0,0,5000.127162842,99,0,0,0,0,39,2991,0,0,0,0,0,4096,,,,,,,,,979,5556,5556,,.35,,,,,,,,,88743
210fe1c0ffefde5bcd03d59b1efa6984-32_325.sanitized,ERROR,0,0,0,46.872481452,66,0,0,0,0,21270,59,0,0,0,0,0,4096,,,,,,,,,0,0,0,,0,,,,,,,,,2226166985
22b4cf412c811872d6ba5078106aeb6c-j3037_10_rggt_b,SAT,10,0,0,427.224837912,99,0,0,0,0,54,1044,0,0,0,0,0,4096,2311351,2809747,2412088498,4095,61554103,61554103,,61554103,14174,66704,66704,49.03,.42,5410.15,6576.74,5645946.31,0.00,,,61554103,49.03,1126507
1f44da3598ccf8bcbe9a90fb1b2f1ebd-REGRandom-K3-L3-Seed25.sanitized,UNSAT,20,0,0,114.427033800,99,0,0,0,0,198,162,0,0,0,0,0,4096,3467508,15424778,66144855,6141,447009843,447009843,,447009843,4608,474496,474496,7.70,.01,30303.22,134800.12,578052.69,0.00,,,447009843,7.70,10079060
1ea68d0008f01c50a1e4fec77dd0775e-REGRandom-K4-L1-Seed30.sanitized,UNSAT,20,0,0,119.922374075,99,0,0,0,0,333,97,0,0,0,0,0,4096,1442681,6168230,26703314,2811,222172944,222172944,,222172944,4608,825728,825728,9.99,.01,12030.12,51435.18,222671.65,0.00,,,222172944,9.99,18457774
2115182958f6cfb5a172a24f989b86dd-rook-42-0-1,TIMEOUT,124,0,0,5000.154238538,99,0,0,0,0,121,7787,0,0,0,0,0,4096,,,,,,,,,77529,297898,297898,,.52,,,,,,,,,5424748
207b28c3cefc55b143259222cbfd4962-pcmax-scheduling-m37-28831-324346-SAT.sanitized,TIMEOUT,124,0,0,5000.180789754,99,0,0,0,0,128,8189,0,0,0,0,0,4096,,,,,,,,,28830,320272,320272,,.18,,,,,,,,,5812312
1e0da402100982e53001a64281149dd9-linked_list_swap_contents_safety_unwind63,UNSAT,20,0,0,296.539969665,97,0,0,0,0,11518,389,0,0,0,0,0,4096,4653,2589667,182401620,25,8484396,8484396,,8484396,2380624,27703472,27703472,19.73,.17,15.69,8732.94,615099.61,0.00,,,8484396,19.73,707984909
1e74212168124b696531fed471b480b1-mdp-32-10-unsat,TIMEOUT,124,0,0,5000.142608491,99,0,0,0,0,38,2008,0,0,0,0,0,4096,,,,,,,,,994,5681,5681,,.34,,,,,,,,,90876
1e3c3e8d349759b8b482a6f2721762c4-apn-sbox5-cut3-symmbreak,TIMEOUT,124,0,0,13384.347251450,37,0,0,0,0,59,6670,0,0,0,0,0,4096,,,,,,,,,21240,86056,86056,,.49,,,,,,,,,1493292
1afa2d7a3d817c3149da432eece66da8-worker_550_550_550_0.3,SAT,10,0,0,336.090153747,99,0,0,0,0,2673,246,0,0,0,0,0,4096,115895,15984969,39518456,315,226925822,226925822,,226925822,93713,10295409,10295409,0.17,.01,344.83,47561.55,117582.90,0.00,,,226925822,0.17,162838394
1b3c7ac17705be94daaddb5f5ae4816b-rook-56-0-0,TIMEOUT,124,0,0,13384.311938141,37,0,0,0,0,256,7663,0,0,0,0,0,4096,,,,,,,,,181773,705256,705256,,.51,,,,,,,,,13675796
1b0f4ff7984b8d4cf2873200fb1680fb-af-synthesis_stb_50_140_1_unsat,TIMEOUT,124,0,0,13384.303899643,37,0,0,0,0,145,12099,0,0,0,0,0,4096,,,,,,,,,26390,316876,316876,,.16,,,,,,,,,6908220
19e2c3a0865c8c1b4543d11213bebe5f-x9-09024.sat.sanitized,UNSAT,20,0,0,149003.932245619,0,0,0,0,0,36,1016,0,0,0,0,0,4096,5150803,6311481,502588776,8191,146879300,146879300,,146879300,450,4046,4046,27.54,.22,34.56,42.35,3372.99,0.00,,,146879300,27.54,49929
195852083a05edee1902233698eec14a-x9-11077.sat.sanitized,SAT,10,0,0,727.441361025,99,0,0,0,0,36,1458,0,0,0,0,0,4096,13607912,17396889,1507843519,20476,489090517,489090517,,489090517,550,4950,4950,24.18,.22,18706.54,23915.17,2072804.21,0.00,,,489090517,24.18,61620
1a1c9d1dc1ae7fcff92e3c3499864b75-af-synthesis_stb_50_200_4_unsat,UNSAT,20,0,0,2490.242481808,99,0,0,0,0,222,5185,1096,0,0,0,0,4096,2265048,2578880,2582210078,4095,63109845,63109845,,63109845,32365,447805,447805,62.36,.14,909.56,1035.59,1036931.18,0.00,,,63109845,62.36,9702576
170b13af977e962321c493544b2bd0a9-circuit_48in64out_with_800gates_4in4out_dist128_seed4.sanitized,SAT,10,0,0,1560.070680727,99,0,0,0,0,172,615,0,0,0,0,0,4096,7629403,9797767,1291809635,12286,231150237,231150237,,231150237,3248,192000,192000,26.67,.03,4890.42,6280.33,828045.58,0.00,,,231150237,26.67,8317295
18c0eb461bda29214bd43b84199a3b61-cliquecolouring_n31_k5_c4.sanitized,TIMEOUT,124,0,0,5000.147455439,99,0,0,0,0,42,3200,0,0,0,0,0,4096,,,,,,,,,744,14017,14017,,.10,,,,,,,,,212884
1a20d903db74ab566efc68a35e6b0ec5-hwmcc20miters-iso-rast-p11.sanitized,TIMEOUT,124,0,0,5000.161125356,99,0,0,0,0,137,11501,416,0,0,0,0,4096,,,,,,,,,85224,276256,276256,,.61,,,,,,,,,5122029
16c5482d8e658b54e20d59cfd4b1d588-two-trees-511v.sanitized,SAT,10,0,0,1176.606099066,99,0,0,0,0,37,535,0,0,0,0,0,4096,42579409,46109306,4132859697,59515,1149932576,1149932576,,1149932576,511,2039,2039,29.25,.50,36188.32,39188.39,3512526.15,0.00,,,1149932576,29.25,30007
170a7d847694ee4cfa5c421757672882-af-synthesis_stb_50_140_0_unsat,TIMEOUT,124,0,0,5000.130171745,99,0,0,0,0,149,6474,0,0,0,0,0,4096,,,,,,,,,26277,323431,323431,,.16,,,,,,,,,7057149
16ca57f2cdffd5b0260fc771017e1f04-mdp-36-10-unsat,TIMEOUT,124,0,0,5000.125575688,99,0,0,0,0,38,7003,0,0,0,0,0,4096,,,,,,,,,1250,7189,7189,,.34,,,,,,,,,117941
16c27d738cb45b766b8823ca4f428cf0-rbsat-v760c43649gyes7,TIMEOUT,124,0,0,4976.291759825,100,0,0,0,0,45,5945,0,0,0,0,0,4096,,,,,,,,,760,43649,43649,,.03,,,,,,,,,514559
1507d9812624b3e0eaf15e40100be020-x9-12014.sat.sanitized,SAT,10,0,0,242.235356218,99,0,0,0,0,38,137,0,0,0,0,0,4096,4954202,6506911,589197291,8191,187041717,187041717,,187041717,600,5405,5405,22.80,.22,20452.01,26861.93,2432333.99,0.00,,,187041717,22.80,67478
1548977b4e27032fe07cda357782cd6a-mdp-28-14-unsat,TIMEOUT,124,0,0,4857.673083496,100,0,0,0,0,38,1599,0,0,0,0,0,4096,,,,,,,,,750,4217,4217,,.35,,,,,,,,,66609
1545660e72158c7e90da5ad4c877a124-hwmcc20miters-iso-rast-p06.sanitized,TIMEOUT,124,0,0,4857.714415583,100,0,0,0,0,119,10966,0,0,0,0,0,4096,,,,,,,,,85230,276272,276272,,.61,,,,,,,,,5122369
1427381a809c64c721838894ece6756d-shuffling-2-s25242449-of-bench-sat04-727.used-as.sat04-753,SAT,10,0,0,120.074592267,98,0,0,0,0,1705,175,0,0,0,0,0,4096,12754,144298,17407271,56,1031074,1031074,,1031074,138711,4688329,4688329,10.40,.05,106.21,1201.73,144970.47,0.00,,,1031074,10.40,102777605
14e4cfcf0d83b2185fad41684d00d4dc-x9-12035.sat.sanitized,SAT,10,0,0,1345.571348137,99,0,0,0,0,39,558,0,0,0,0,0,4096,20616466,26655045,2421603289,31227,791000164,791000164,,791000164,600,5406,5406,24.01,.22,15321.71,19809.46,1799684.04,0.00,,,791000164,24.01,67495
13ae2628d8e113db1786dba41a65fe38-x9-10027.sat.sanitized,SAT,10,0,0,769.872330837,99,0,0,0,0,38,624,0,0,0,0,0,4096,14740777,18454802,1527534524,22175,475726856,475726856,,475726856,500,4503,4503,25.18,.22,19147.04,23971.24,1984140.04,0.00,,,475726856,25.18,55892
14ea5857d75ae2b235a3ba97373ea732-af-synthesis_stb_50_40_9_unsat,TIMEOUT,124,0,0,4894.114156229,100,0,0,0,0,83,10354,0,0,0,0,0,4096,,,,,,,,,15978,124822,124822,,.25,,,,,,,,,2859596
12b4a08e412a3bffb513ca65639c7c69-Folkman-175-7416734.sanitized,TIMEOUT,124,0,0,28817.967274896,17,0,0,0,0,43,8708,0,0,0,0,0,4096,,,,,,,,,15222,18688,18688,,1.62,,,,,,,,,360380
11cc532ecddfb10a47e0a869b4867c1b-Break_triple_20_36.xml,TIMEOUT,124,0,0,28818.025353211,17,0,0,0,0,106,9460,0,0,0,0,0,4096,,,,,,,,,49869,264805,264805,,.37,,,,,,,,,4352832
1009c791cee542cdf19651fe25e6881a-summle_X4053_steps8_I1-2-2-4-4-8-25-100,SAT,10,0,0,54.131661138,99,0,0,0,0,112,71,0,0,0,0,0,4096,180482,320142,218508058,506,7110238,7110238,,7110238,112049,231580,231580,44.57,.96,3334.13,5914.13,4036603.59,0.00,,,7110238,44.57,4744758
1165e12b6addad01b491c4616306186c-mulhs016-sc2009,TIMEOUT,124,0,0,28809.492684552,17,0,0,0,0,40,7917,0,0,0,0,0,4096,,,,,,,,,4656,13868,13868,,.67,,,,,,,,,197953
0fa9521ff633b27be11525a7b0f7d8b6-jgiraldezlevy.2200.9086.08.40.41,SAT,10,0,0,1174.769244714,99,0,0,0,0,41,491,0,0,0,0,0,4096,14828886,20281196,3530121461,22394,427321339,427321339,,427321339,2200,9086,9086,31.25,.48,12622.80,17263.98,3004948.82,0.00,,,427321339,31.25,154340
0f262afd5b117000f8b4734d175aadab-linked_list_swap_contents_safety_unwind73,UNSAT,20,0,0,492.593452112,97,0,0,0,0,15173,2125,0,0,0,0,0,4096,4625,4881952,300655951,25,7974105,7974105,,7974105,2931243,36174409,36174409,28.47,.16,9.38,9910.71,610353.12,0.00,,,7974105,28.47,933711673
1156429862d3c03160406d6d1a786f11-rphp_p8_r170.sanitized,TIMEOUT,124,0,0,4872.070357616,99,0,0,0,0,79,9768,0,0,0,0,0,4096,,,,,,,,,2720,106853,106853,,.05,,,,,,,,,2702931
0e5ffe8651c6d9c3cccc3f6cb72be39a-g2-test_v5_r10_vr10_c1_s21502.smt2-cvc4,UNSAT,20,0,0,561.801488068,99,0,0,0,0,416,1203,0,0,0,0,0,4096,711375,1884659,1633311913,1533,25472445,25472445,,25472445,245249,1089831,1089831,50.02,.45,1266.23,3354.67,2907275.87,0.00,,,25472445,50.02,23518107
0fa8623240b5c14c1308f863a6dc88ab-urqh1c5x5.shuffled-as.sat03-1468.cnf.mis-103.debugged,TIMEOUT,124,0,0,4842.836463743,100,0,0,0,0,44,6479,0,0,0,0,0,4096,,,,,,,,,13313,26662,26662,,.99,,,,,,,,,410675
0ef029cb7616d4a89eb6d1f63e89f67e-or_randxor_k3_n510_m510.sanitized,TIMEOUT,124,0,0,4836.415016880,99,0,0,0,0,40,5050,0,0,0,0,0,4096,,,,,,,,,1020,6888,6888,,.29,,,,,,,,,135184
0d3160b80aa406bfc718c007265b9e73-linked_list_swap_contents_safety_unwind65,UNSAT,20,0,0,321.661836167,97,0,0,0,0,12207,1058,0,0,0,0,0,4096,5863,3525758,217663981,30,8340220,8340220,,8340220,2487639,29310712,29310712,27.07,.16,18.22,10961.07,676685.75,0.00,,,8340220,27.07,750749184
0d81711a3d73c828e8c6e12607eda82d-noL-11-20.sanitized,TIMEOUT,124,0,0,48788.987540914,10,0,0,0,0,39,4328,0,0,0,0,0,4096,,,,,,,,,1419,7821,7821,,.36,,,,,,,,,133572
0cace8a29a1d6b225a8da561d35e8f5a-lru_10.sanitized,ERROR,0,0,0,67.685504972,75,0,0,0,0,21351,96,2968,0,0,0,0,4096,,,,,,,,,0,0,0,,0,,,,,,,,,2653918562
0d3fcbb89bfb8e821058ba3ea4284de1-j3045_10_gmto_b,TIMEOUT,124,0,0,48805.770739770,10,0,0,0,0,51,6783,256,0,0,0,0,4096,,,,,,,,,14560,48075,48075,,.60,,,,,,,,,820070
0cfe9c90d3a51435a5e4dba7634b882f-g2-ak128boothbg2msisc,TIMEOUT,124,0,0,48846.871171696,10,0,0,0,0,422,8229,160,0,0,0,0,4096,,,,,,,,,377084,1227752,1227752,,.61,,,,,,,,,23684446
0bad2ce307bf5b68db26fa34e252c9d4-af-synthesis_stb_50_100_4_sat,TIMEOUT,124,0,0,5000.268385209,99,0,0,0,0,130,12630,416,0,0,0,0,4096,,,,,,,,,21888,253853,253853,,.17,,,,,,,,,5613995
0ac6aaf6db6a0e4ec3a06e865d01086f-pcmax-scheduling-m13-2011-12813-UNSAT.sanitized,TIMEOUT,124,0,0,5000.176610533,99,0,0,0,0,41,1665,0,0,0,0,0,4096,,,,,,,,,2010,11953,11953,,.33,,,,,,,,,212475
0ac5ff376b826f68d384ba05a1d00de0-sokoban-p20.sas.cr.33,TIMEOUT,124,0,0,5000.499617597,99,0,0,0,0,423,6622,0,0,0,0,0,4096,,,,,,,,,162928,1205807,1205807,,.27,,,,,,,,,23961439
09d7add3bf3b75c5d1023a92e752989a-Break_unsat_04_03.xml,UNSAT,20,0,0,.254822283,16,0,0,0,0,35,1,0,0,0,0,0,4096,555,670,33286,5,6667,6667,,6667,221,1084,1084,18.11,.40,2177.98,2629.28,130624.36,0.00,,,6667,18.11,11926
09c1b79b1cfe3522364fe60aef780703-x9-12092.sat.sanitized,SAT,10,0,0,548.766748665,99,0,0,0,0,38,264,0,0,0,0,0,4096,9526245,12487128,1125908370,15611,369304446,369304446,,369304446,600,5399,5399,23.54,.22,17359.36,22754.89,2051706.61,0.00,,,369304446,23.54,67381
09b61bbf19748094a7d896aac314ab36-x9-12063.sat.sanitized,SAT,10,0,0,1062.133916800,99,0,0,0,0,37,4114,0,0,0,0,0,4096,16561285,21343958,1956029001,24574,627583476,627583476,,627583476,600,5402,5402,23.68,.22,15592.46,20095.35,1841602.99,0.00,,,627583476,23.68,67366
0a27eb7c16c1e69ff4d087d217ac89cb-noL-11-0.sanitized,TIMEOUT,124,0,0,5000.184429312,99,0,0,0,0,39,6468,0,0,0,0,0,4096,,,,,,,,,1419,7821,7821,,.36,,,,,,,,,133450
093fa3ff9f7bc9979c43f9d2310ac21d-128_125.sanitized,ERROR,0,0,0,57.866625472,69,0,0,0,0,21246,75,0,0,0,0,0,4096,,,,,,,,,0,0,0,,0,,,,,,,,,3024924434
0a02751cacf5e1cdfcc842a7f220199f-hwmcc17miters-xits-iso-bobsmfpu.sanitized,TIMEOUT,124,0,0,5000.180711559,99,0,0,0,0,94,8015,0,0,0,0,0,4096,,,,,,,,,62500,204018,204018,,.61,,,,,,,,,3623033
096e485489025895cdc59887baafa08b-test_v7_r17_vr5_c1_s25451.smt2-cvc4,TIMEOUT,124,0,0,5000.274203898,99,0,0,0,0,944,12497,0,0,0,0,0,4096,,,,,,,,,560348,2509155,2509155,,.44,,,,,,,,,56097693
08ccc34df5d8eb9e9d45278af3dc093d-simon-r16-1.sanitized,TIMEOUT,124,0,0,5000.199771007,99,0,0,0,0,38,2721,0,0,0,0,0,4096,,,,,,,,,2688,8768,8768,,.61,,,,,,,,,138864
0876c518e5653369e20fb1ee0bb8db40-mp1-klieber2017s-0500-023-t12,SAT,10,0,0,281.701576738,99,0,0,0,0,58,140,0,0,0,0,0,4096,741218,798758,793171786,1534,19060094,19060094,,19060094,30587,91689,91689,55.24,.66,2631.21,2835.47,2815645.53,0.00,,,19060094,55.24,1386753
08be288536c3178e6874a5676493923c-g2-hwmcc15deep-bob12s02-k16,TIMEOUT,124,0,0,5000.280188253,99,0,0,0,0,215,12150,0,0,0,0,0,4096,,,,,,,,,203492,602144,602144,,.67,,,,,,,,,11085642
07e6413459f92b613498a719125b6239-j3037_10_mdd_bm1,UNSAT,20,0,0,51.443605179,99,0,0,0,0,51,63,0,0,0,0,0,4096,265933,324343,271440485,636,6170040,6170040,,6170040,14400,63874,63874,48.37,.45,5169.40,6304.82,5276466.99,0.00,,,6170040,48.37,1042113
07c50b89d97a55b6e1629999a445a2ba-ctl_4201_555_unsat_pre,UNSAT,20,0,0,22747.745385025,11,0,0,0,0,83,4687,0,0,0,0,0,4096,14067070,16868382,5811091505,20811,249020465,249020465,,249020465,14756,141683,141683,46.01,.20,618.39,741.54,255457.91,0.00,,,249020465,46.01,2936985
089f909e37b3ef0c4d90687f7e22b68f-simon-r18-0.sanitized,TIMEOUT,124,0,0,25046.098483215,19,0,0,0,0,39,5269,0,0,0,0,0,4096,,,,,,,,,3008,9856,9856,,.61,,,,,,,,,157073
07b476c83150d3cb7e08f5d045e255ab-marg5x5.shuffled-as.sat03-1455,TIMEOUT,124,0,0,25046.051853360,19,0,0,0,0,39,4214,0,0,0,0,0,4096,,,,,,,,,105,512,512,,.41,,,,,,,,,9026
04e219c640ed59dc68ea2d50493de5b5-mp1-Nb5T15,SAT,10,0,0,386.289225747,99,0,0,0,0,44,563,0,0,0,0,0,4096,7304936,11273777,1353237338,12034,485403389,485403389,,485403389,6360,25200,25200,10.31,.50,18910.53,29184.80,3503171.32,0.00,,,485403389,10.31,423611
05ed64e4e6229f446082752936768489-stb_495_168.apx_2_DC-AD,UNSAT,20,0,0,3051.572531587,99,0,0,0,0,42,1103,0,0,0,0,0,4096,25513984,33435953,2515507070,34745,1066864666,1066864666,,1066864666,990,20242,20242,25.00,.09,8360.92,10956.95,824331.40,0.00,,,1066864666,25.00,255176
02f6ca52f1ada872d82035088701b66a-linked_list_swap_contents_safety_unwind69,UNSAT,20,0,0,471.449617354,98,0,0,0,0,13649,901,0,0,0,0,0,4096,14085,6981850,597180975,61,40228625,40228625,,40228625,2705815,32653863,32653863,13.30,.16,29.87,14809.32,1266690.97,0.00,,,40228625,13.30,839748157
02e4f23ed59566d343b605dc2cc30a01-REGRandom-K4-L3-Seed40.sanitized,ERROR,0,0,0,1514.110692324,99,0,0,0,0,5427,2865,0,0,0,0,0,4096,,,,,,,,,22528,13231616,13231616,,0,,,,,,,,,332520882
05c8e94aaee86390eaf6e68dd3ec3570-noL-11-2.sanitized,TIMEOUT,124,0,0,5000.154579371,99,0,0,0,0,39,3617,0,0,0,0,0,4096,,,,,,,,,1419,7821,7821,,.36,,,,,,,,,133462
02066c116dbacc40ec5cca2067db26c0-mrpp_4x4#12_12,UNSAT,20,0,0,613.187079141,99,0,0,0,0,41,1080,0,0,0,0,0,4096,14706235,20521568,1406099352,22078,374524655,374524655,,374524655,2672,16280,16280,35.92,.32,23983.27,33467.05,2293100.09,0.00,,,374524655,35.92,260694
04ded94454830d4ea960327e8b91f5a3-mdp-28-14-sat,SAT,10,0,0,3689.120530267,99,0,0,0,0,39,1541,0,0,0,0,0,4096,104113717,107588914,22796378391,131070,2446037185,2446037185,,2446037185,792,4385,4385,35.45,.36,28221.82,29163.83,6179353.10,0.00,,,2446037185,35.45,68960
0265448c232e3a25aa5bcd29b1b14567-x9-10051.sat.sanitized,UNSAT,20,0,0,2852.797619203,99,0,0,0,0,39,3710,0,0,0,0,0,4096,50298707,61960647,5200093704,65535,1702653339,1702653339,,1702653339,500,4498,4498,26.78,.22,17631.36,21719.25,1822804.97,0.00,,,1702653339,26.78,55840
00d1fe07ab948b348bb3fb423b1ef40d-lec_mult_KvW_12x11.sanitized,TIMEOUT,124,0,0,7981.251755459,62,0,0,0,0,44,8881,0,0,0,0,0,4096,,,,,,,,,5068,15159,15159,,.66,,,,,,,,,217604
